g-spine,g-img,g-title,g-director,g-country,g-year,link
755,,Le silence de la mer,Jean-Pierre Melville,"France,",1949,https://www.criterion.com/films/27979-le-silence-de-la-mer
233,,Stray Dog,Akira Kurosawa,"Japan,",1949,https://www.criterion.com/films/788-stray-dog
,,Thirst,Ingmar Bergman,"Sweden,",1949,https://www.criterion.com/films/644-thirst
,,Chains,Raffaello Matarazzo,"Italy,",1949,https://www.criterion.com/films/27621-chains
331,,Late Spring,Yasujiro Ozu,"Japan,",1949,https://www.criterion.com/films/298-late-spring
325,,Kind Hearts and Coronets,Robert Hamer,"United Kingdom,",1949,https://www.criterion.com/films/357-kind-hearts-and-coronets
441,,The Small Back Room,Michael Powell and Emeric Pressburger,"United Kingdom,",1949,https://www.criterion.com/films/747-the-small-back-room
974,,The Heiress,William Wyler,"United States,",1949,https://www.criterion.com/films/28986-the-heiress
,,I Shot Jesse James,Samuel Fuller,"United States,",1949,https://www.criterion.com/films/882-i-shot-jesse-james
64,,The Third Man,Carol Reed,"United Kingdom,",1949,https://www.criterion.com/films/236-the-third-man
730,,Jour de fête,Jacques Tati,"France,",1949,https://www.criterion.com/films/28114-jour-de-fete
792,,Bitter Rice,Giuseppe De Santis,"Italy,",1949,https://www.criterion.com/films/27805-bitter-rice
273,,Thieves’ Highway,Jules Dassin,"United States,",1949,https://www.criterion.com/films/939-thieves-highway
,,To Joy,Ingmar Bergman,"Sweden,",1950,https://www.criterion.com/films/645-to-joy
1053,,The Gunfighter,Henry King,"United States,",1950,https://www.criterion.com/films/28568-the-gunfighter
68,,Orpheus,Jean Cocteau,"France,",1950,https://www.criterion.com/films/610-orpheus
810,,In a Lonely Place,Nicholas Ray,"United States,",1950,https://www.criterion.com/films/27908-in-a-lonely-place
889,,The Breaking Point,Michael Curtiz,"United States,",1950,https://www.criterion.com/films/28695-the-breaking-point
443,,La ronde,Max Ophuls,"France,",1950,https://www.criterion.com/films/573-la-ronde
673,,Stromboli,Roberto Rossellini,"Italy,",1950,https://www.criterion.com/films/28082-stromboli
435,,The Furies,Anthony Mann,"United States,",1950,https://www.criterion.com/films/596-the-furies
,,The Baron of Arizona,Samuel Fuller,"United States,",1950,https://www.criterion.com/films/881-the-baron-of-arizona
398,,Les enfants terribles,Jean-Pierre Melville,"France,",1950,https://www.criterion.com/films/758-les-enfants-terribles
,,Scandal,Akira Kurosawa,"Japan,",1950,https://www.criterion.com/films/893-scandal
274,,Night and the City,Jules Dassin,"United States,",1950,https://www.criterion.com/films/933-night-and-the-city
847,,The Asphalt Jungle,John Huston,"United States,",1950,https://www.criterion.com/films/28690-the-asphalt-jungle
138,,Rashomon,Akira Kurosawa,"Japan,",1950,https://www.criterion.com/films/307-rashomon
,,Tormento,Raffaello Matarazzo,"Italy,",1950,https://www.criterion.com/films/27622-tormento
1003,,All About Eve,Joseph L. Mankiewicz,"United States,",1950,https://www.criterion.com/films/29596-all-about-eve
,,Last Holiday,Henry Cass,"United Kingdom,",1950,https://www.criterion.com/films/1521-last-holiday
293,,The Flowers of St. Francis,Roberto Rossellini,"Italy,",1950,https://www.criterion.com/films/874-the-flowers-of-st-francis
81,,Variety Lights,Federico Fellini…,"Italy,",1950,https://www.criterion.com/films/620-variety-lights
294,,The Browning Version,Anthony Asquith,"United Kingdom,",1951,https://www.criterion.com/films/873-the-browning-version
1222,,Victims of Sin,Emilio Fernández,"Mexico,",1951,https://www.criterion.com/films/33289-victims-of-sin
,,The Idiot,Akira Kurosawa,"Japan,",1951,https://www.criterion.com/films/895-the-idiot
613,,Summer Interlude,Ingmar Bergman,"Sweden,",1951,https://www.criterion.com/films/27782-summer-interlude
,,The Steel Helmet,Samuel Fuller,"United States,",1951,https://www.criterion.com/films/445-the-steel-helmet
1119,,Miracle in Milan,Vittorio De Sica,"Italy,",1951,https://www.criterion.com/films/28176-miracle-in-milan
891,,La poison,Sacha Guitry,"France,",1951,https://www.criterion.com/films/28637-la-poison
240,,Early Summer,Yasujiro Ozu,"Japan,",1951,https://www.criterion.com/films/875-early-summer
416,,Miss Julie,Alf Sjöberg,"Sweden,",1951,https://www.criterion.com/films/361-miss-julie
,,"Bim, the Little Donkey",Albert Lamorisse,"France,",1951,https://www.criterion.com/films/31469-bim-the-little-donkey
222,,Diary of a Country Priest,Robert Bresson,"France,",1951,https://www.criterion.com/films/452-diary-of-a-country-priest
317,,The Tales of Hoffmann,Michael Powell and Emeric Pressburger,"United Kingdom,",1951,https://www.criterion.com/films/748-the-tales-of-hoffmann
396,,Ace in the Hole,Billy Wilder,"United States,",1951,https://www.criterion.com/films/829-ace-in-the-hole
276,,The River,Jean Renoir,"France,",1951,https://www.criterion.com/films/679-the-river
221,,Ikiru,Akira Kurosawa,"Japan,",1952,https://www.criterion.com/films/353-ikiru
674,,Europe ’51,Roberto Rossellini,"Italy,",1952,https://www.criterion.com/films/28108-europe-51
,,Nobody’s Children,Raffaello Matarazzo,"Italy,",1952,https://www.criterion.com/films/27623-nobody-s-children
664,,The Life of Oharu,Kenji Mizoguchi,"Japan,",1952,https://www.criterion.com/films/27705-the-life-of-oharu
270,,Casque d’or,Jacques Becker,"France,",1952,https://www.criterion.com/films/942-casque-d-or
989,,The Flavor of Green Tea over Rice,Yasujiro Ozu,"Japan,",1952,https://www.criterion.com/films/28229-the-flavor-of-green-tea-over-rice
158,,The Importance of Being Earnest,Anthony Asquith,"United Kingdom,",1952,https://www.criterion.com/films/355-the-importance-of-being-earnest
201,,Umberto D.,Vittorio De Sica,"Italy,",1952,https://www.criterion.com/films/371-umberto-d
,,Androcles and the Lion,Chester Erskine,"United Kingdom,",1952,https://www.criterion.com/films/6225-androcles-and-the-lion
870,,Othello,Orson Welles,"United States,",1952,https://www.criterion.com/films/28621-othello
444,,Le plaisir,Max Ophuls,"France,",1952,https://www.criterion.com/films/572-le-plaisir
318,,Forbidden Games,René Clément,"France,",1952,https://www.criterion.com/films/350-forbidden-games
451,,Fanfan la Tulipe,Christian-Jaque,"France,",1952,https://www.criterion.com/films/750-fanfan-la-tulipe
756,,Limelight,Charles Chaplin,"United States,",1952,https://www.criterion.com/films/27557-limelight
,,Waiting Women,Ingmar Bergman,"Sweden,",1952,https://www.criterion.com/films/29513-waiting-women
189,,The White Sheik,Federico Fellini,"Italy,",1952,https://www.criterion.com/films/374-the-white-sheik
653,,Gate of Hell,Teinosuke Kinugasa,"Japan,",1953,https://www.criterion.com/films/28199-gate-of-hell
224,,Pickup on South Street,Samuel Fuller,"United States,",1953,https://www.criterion.com/films/446-pickup-on-south-street
246,,I vitelloni,Federico Fellini,"Italy,",1953,https://www.criterion.com/films/966-i-vitelloni
445,,The Earrings of Madame de . . .,Max Ophuls,"France,",1953,https://www.criterion.com/films/571-the-earrings-of-madame-de
202,,Indiscretion of an American Wife,Vittorio De Sica,"United States,",1953,https://www.criterion.com/films/586-indiscretion-of-an-american-wife
309,,Ugetsu,Kenji Mizoguchi,"Japan,",1953,https://www.criterion.com/films/369-ugetsu
242,,The Golden Coach,Jean Renoir,"France,",1953,https://www.criterion.com/films/889-the-golden-coach
412,,Sawdust and Tinsel,Ingmar Bergman,"Sweden,",1953,https://www.criterion.com/films/842-sawdust-and-tinsel
36,,The Wages of Fear,Henri-Georges Clouzot,"France,",1953,https://www.criterion.com/films/370-the-wages-of-fear
614,,Summer with Monika,Ingmar Bergman,"Sweden,",1953,https://www.criterion.com/films/27638-summer-with-monika
1037,,The War of the Worlds,Byron Haskin,"United States,",1953,https://www.criterion.com/films/29942-the-war-of-the-worlds
217,,Tokyo Story,Yasujiro Ozu,"Japan,",1953,https://www.criterion.com/films/284-tokyo-story
110,,Monsieur Hulot’s Holiday,Jacques Tati,"France,",1953,https://www.criterion.com/films/360-monsieur-hulot-s-holiday
,,White Mane,Albert Lamorisse,"France,",1953,https://www.criterion.com/films/943-white-mane
2,,Seven Samurai,Akira Kurosawa,"Japan,",1954,https://www.criterion.com/films/165-seven-samurai
219,,La strada,Federico Fellini,"Italy,",1954,https://www.criterion.com/films/185-la-strada
271,,Touchez pas au grisbi,Jacques Becker,"France,",1954,https://www.criterion.com/films/941-touchez-pas-au-grisbi
386,,Sansho the Bailiff,Kenji Mizoguchi,"Japan,",1954,https://www.criterion.com/films/823-sansho-the-bailiff
1046,,After the Curfew,Usmar Ismail,"Indonesia,",1954,https://www.criterion.com/films/30304-after-the-curfew
594,,Godzilla,Ishiro Honda,"Japan,",1954,https://www.criterion.com/films/27755-godzilla
675,,Journey to Italy,Roberto Rossellini,"Italy,",1954,https://www.criterion.com/films/28081-journey-to-italy
,,A Lesson in Love,Ingmar Bergman,"Sweden,",1954,https://www.criterion.com/films/27813-a-lesson-in-love
14,,Samurai I: Musashi Miyamoto,Hiroshi Inagaki,"Japan,",1954,https://www.criterion.com/films/529-samurai-i-musashi-miyamoto
949,,A Story from Chikamatsu,Kenji Mizoguchi,"Japan,",1954,https://www.criterion.com/films/28160-a-story-from-chikamatsu
704,,Riot in Cell Block 11,Don Siegel,"United States,",1954,https://www.criterion.com/films/28551-riot-in-cell-block-11
556,,Senso,Luchino Visconti,"Italy,",1954,https://www.criterion.com/films/27543-senso
461,,Hobson’s Choice,David Lean,"United Kingdom,",1954,https://www.criterion.com/films/1078-hobson-s-choice
647,,On the Waterfront,Elia Kazan,"United States,",1954,https://www.criterion.com/films/27899-on-the-waterfront
457,,Magnificent Obsession,Douglas Sirk,"United States,",1954,https://www.criterion.com/films/973-magnificent-obsession
442,,Twenty-Four Eyes,Keisuke Kinoshita,"Japan,",1954,https://www.criterion.com/films/745-twenty-four-eyes
817,,Le amiche,Michelangelo Antonioni,"Italy,",1955,https://www.criterion.com/films/28632-le-amiche
213,,Richard III,Laurence Olivier,"United Kingdom,",1955,https://www.criterion.com/films/366-richard-iii
1015,,Journey to the Beginning of Time,Karel Zeman,"Czechoslovakia,",1955,https://www.criterion.com/films/30226-journey-to-the-beginning-of-time
419,,La Pointe Courte,Agnès Varda,"France,",1955,https://www.criterion.com/films/524-la-pointe-courte
115,,Rififi,Jules Dassin,"France,",1955,https://www.criterion.com/films/654-rififi
15,,Samurai II: Duel at Ichijoji Temple,Hiroshi Inagaki,"Japan,",1955,https://www.criterion.com/films/530-samurai-ii-duel-at-ichijoji-temple
95,,All That Heaven Allows,Douglas Sirk,"United States,",1955,https://www.criterion.com/films/635-all-that-heaven-allows
243,,French Cancan,Jean Renoir,"France,",1955,https://www.criterion.com/films/891-french-cancan
427,,Death of a Cyclist,Juan Antonio Bardem,"Spain,",1955,https://www.criterion.com/films/537-death-of-a-cyclist
503,,Lola Montès,Max Ophuls,"Germany,",1955,https://www.criterion.com/films/938-lola-montes
541,,The Night of the Hunter,Charles Laughton,"United States,",1955,https://www.criterion.com/films/27525-the-night-of-the-hunter
237,,Smiles of a Summer Night,Ingmar Bergman,"Sweden,",1955,https://www.criterion.com/films/849-smiles-of-a-summer-night
,,Godzilla Raids Again,Motoyoshi Oda,"Japan,",1955,https://www.criterion.com/films/29338-godzilla-raids-again
22,,Summertime,David Lean,"United States,",1955,https://www.criterion.com/films/368-summertime
197,,Night and Fog,Alain Resnais,"France,",1955,https://www.criterion.com/films/238-night-and-fog
283,,A Generation,Andrzej Wajda,"Poland,",1955,https://www.criterion.com/films/921-a-generation
,,Il bidone,Federico Fellini,"Italy,",1955,https://www.criterion.com/films/28631-il-bidone
783,,Pather Panchali,Satyajit Ray,"India,",1955,https://www.criterion.com/films/28021-pather-panchali
,,The White Angel,Raffaello Matarazzo,"Italy,",1955,https://www.criterion.com/films/27624-the-white-angel
35,,Diabolique,Henri-Georges Clouzot,"France,",1955,https://www.criterion.com/films/575-diabolique
126,,Ordet,Carl Th. Dreyer,"Denmark,",1955,https://www.criterion.com/films/441-ordet
568,,Kiss Me Deadly,Robert Aldrich,"United States,",1955,https://www.criterion.com/films/27620-kiss-me-deadly
,,Dreams,Ingmar Bergman,"Sweden,",1955,https://www.criterion.com/films/28206-dreams
,,I Live in Fear,Akira Kurosawa,"Japan,",1955,https://www.criterion.com/films/897-i-live-in-fear
322,,The Complete Mr. Arkadin,Orson Welles,"France,",1955,https://www.criterion.com/films/767-the-complete-mr-arkadin
656,,Jubal,Delmer Daves,"United States,",1956,https://www.criterion.com/films/28492-jubal
575,,The Killing,Stanley Kubrick,"United States,",1956,https://www.criterion.com/films/27751-the-killing
16,,Samurai III: Duel at Ganryu Island,Hiroshi Inagaki,"Japan,",1956,https://www.criterion.com/films/531-samurai-iii-duel-at-ganryu-island
,,Gervaise,René Clément,"France,",1956,https://www.criterion.com/films/3561-gervaise
150,,Bob le flambeur,Jean-Pierre Melville,"France,",1956,https://www.criterion.com/films/690-bob-le-flambeur
,,Black River,Masaki Kobayashi,"Japan,",1956,https://www.criterion.com/films/28235-black-river
650,,A Man Escaped,Robert Bresson,"France,",1956,https://www.criterion.com/films/27848-a-man-escaped
295,,Crazed Fruit,Kô Nakahira,"Japan,",1956,https://www.criterion.com/films/872-crazed-fruit
,,I Will Buy You,Masaki Kobayashi,"Japan,",1956,https://www.criterion.com/films/28007-i-will-buy-you
,,The Thick-Walled Room,Masaki Kobayashi,"Japan,",1956,https://www.criterion.com/films/28503-the-thick-walled-room
,,The Red Balloon,Albert Lamorisse,"France,",1956,https://www.criterion.com/films/886-the-red-balloon
,,Street of Shame,Kenji Mizoguchi,"Japan,",1956,https://www.criterion.com/films/970-street-of-shame
784,,Aparajito,Satyajit Ray,"India,",1956,https://www.criterion.com/films/28443-aparajito
,,Early Spring,Yasujiro Ozu,"Japan,",1956,https://www.criterion.com/films/770-early-spring
244,,Elena and Her Men,Jean Renoir,"France,",1956,https://www.criterion.com/films/937-elena-and-her-men
1120,,The Girl Can’t Help It,Frank Tashlin,"United States,",1956,https://www.criterion.com/films/29605-the-girl-can-t-help-it
77,,And God Created Woman,Roger Vadim,"France,",1956,https://www.criterion.com/films/616-and-god-created-woman
96,,Written on the Wind,Douglas Sirk,"United States,",1956,https://www.criterion.com/films/636-written-on-the-wind
507,,Bigger Than Life,Nicholas Ray,"United States,",1956,https://www.criterion.com/films/1929-bigger-than-life
379,,The Burmese Harp,Kon Ichikawa,"Japan,",1956,https://www.criterion.com/films/817-the-burmese-harp
555,,Sweet Smell of Success,Alexander Mackendrick,"United States,",1957,https://www.criterion.com/films/27542-sweet-smell-of-success
970,,A Face in the Crowd,Elia Kazan,"United States,",1957,https://www.criterion.com/films/28703-a-face-in-the-crowd
538,,Paths of Glory,Stanley Kubrick,"United States,",1957,https://www.criterion.com/films/27522-paths-of-glory
,,Decision at Sundown,Budd Boetticher,"United States,",1957,https://www.criterion.com/films/32212-decision-at-sundown
,,The Lower Depths,Akira Kurosawa,"Japan,",1957,https://www.criterion.com/films/857-the-lower-depths
49,,Nights of Cabiria,Federico Fellini,"Italy,",1957,https://www.criterion.com/films/243-nights-of-cabiria
,,The Tall T,Budd Boetticher,"United States,",1957,https://www.criterion.com/films/32215-the-tall-t
954,,Forty Guns,Samuel Fuller,"United States,",1957,https://www.criterion.com/films/28567-forty-guns
296,,Le notti bianche,Luchino Visconti,"Italy,",1957,https://www.criterion.com/films/868-le-notti-bianche
,,Tokyo Twilight,Yasujiro Ozu,"Japan,",1957,https://www.criterion.com/films/771-tokyo-twilight
,,I Am Waiting,Koreyoshi Kurahara,"Japan,",1957,https://www.criterion.com/films/2955-i-am-waiting
591,,12 Angry Men,Sidney Lumet,"United States,",1957,https://www.criterion.com/films/27871-12-angry-men
139,,Wild Strawberries,Ingmar Bergman,"Sweden,",1957,https://www.criterion.com/films/175-wild-strawberries
146,,The Cranes Are Flying,Mikhail Kalatozov,"Soviet Union,",1957,https://www.criterion.com/films/547-the-cranes-are-flying
1100,,The Incredible Shrinking Man,Jack Arnold,"United States,",1957,https://www.criterion.com/films/28988-the-incredible-shrinking-man
